Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,98.85,1.77,49.79
4.90,101.59,1.59,57.92
5.87,112.83,1.71,46.81
6.87,106.06,2.73,60.70
7.87,121.84,1.84,54.27
8.88,119.64,1.32,50.38
9.88,108.20,1.24,53.64
10.88,110.59,1.38,58.56
11.88,117.60,1.32,54.11
12.91,113.72,1.46,53.17
13.91,116.01,2.65,76.06
14.95,112.76,2.12,64.10
15.88,111.56,3.03,55.43
16.88,114.17,3.92,58.68
17.88,112.08,2.69,55.41
18.89,111.95,1.82,60.68
19.82,111.53,1.52,62.70
20.75,109.39,1.88,61.33
21.72,107.80,2.91,80.80
22.72,114.44,1.23,64.71
23.69,109.68,2.70,52.80
24.62,106.35,2.68,63.89
25.63,106.61,1.57,65.02
26.56,106.70,1.58,59.99
27.53,110.33,1.22,60.28
28.56,110.87,0.96,61.25
29.63,112.42,1.27,69.34
30.63,101.48,1.39,71.59
31.63,103.33,1.10,67.42
32.57,101.25,1.72,61.20
33.53,103.25,1.74,60.96
