Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.84,101.59,1.77,49.79
5.87,96.55,1.59,57.92
6.91,110.20,1.71,46.81
7.91,105.39,2.73,60.70
8.94,97.92,1.84,54.27
10.01,97.91,1.32,50.38
11.04,89.12,1.24,53.64
12.08,107.11,1.38,58.56
13.08,110.60,1.32,54.11
14.05,105.87,1.46,53.17
15.05,107.36,2.65,76.06
16.05,104.26,2.12,64.10
17.08,105.07,3.03,55.43
18.15,106.19,3.92,58.68
19.15,100.65,2.69,55.41
20.19,98.13,1.82,60.68
21.15,101.90,1.52,62.70
22.22,105.16,1.88,61.33
23.22,103.41,2.91,80.80
24.19,101.12,1.23,64.71
25.16,101.59,2.70,52.80
26.19,97.38,2.68,63.89
27.26,104.31,1.57,65.02
28.26,103.44,1.58,59.99
29.26,98.09,1.22,60.28
30.30,99.09,0.96,61.25
31.26,104.87,1.27,69.34
32.27,103.50,1.39,71.59
33.30,102.21,1.10,67.42
34.30,105.75,1.72,61.20
