Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,98.11,1.77,49.79
4.97,105.16,1.59,57.92
6.01,105.47,1.71,46.81
7.07,104.25,2.73,60.70
8.11,93.57,1.84,54.27
9.14,93.88,1.32,50.38
10.18,86.55,1.24,53.64
11.24,84.46,1.38,58.56
12.28,101.46,1.32,54.11
13.31,104.99,1.46,53.17
14.35,98.57,2.65,76.06
15.38,99.42,2.12,64.10
16.42,103.50,3.03,55.43
17.42,103.76,3.92,58.68
18.42,102.77,2.69,55.41
19.42,103.03,1.82,60.68
20.45,103.26,1.52,62.70
21.52,101.22,1.88,61.33
22.56,100.01,2.91,80.80
23.59,99.09,1.23,64.71
24.62,98.72,2.70,52.80
25.69,102.10,2.68,63.89
26.73,99.77,1.57,65.02
27.76,103.19,1.58,59.99
28.80,102.84,1.22,60.28
29.83,102.32,0.96,61.25
30.86,102.02,1.27,69.34
31.90,103.44,1.39,71.59
32.93,100.65,1.10,67.42
34.00,102.92,1.72,61.20
35.00,102.30,1.74,60.96
36.04,103.19,1.23,60.44
