Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.90,88.15,1.77,49.79
5.94,84.67,1.59,57.92
7.01,112.61,1.71,46.81
8.04,104.07,2.73,60.70
9.08,101.18,1.84,54.27
10.11,101.52,1.32,50.38
11.18,93.50,1.24,53.64
12.21,93.88,1.38,58.56
13.25,95.48,1.32,54.11
14.28,98.52,1.46,53.17
15.35,100.47,2.65,76.06
16.38,99.69,2.12,64.10
17.42,97.60,3.03,55.43
18.45,92.33,3.92,58.68
19.52,93.17,2.69,55.41
20.55,92.84,1.82,60.68
21.59,94.14,1.52,62.70
22.62,90.69,1.88,61.33
23.69,98.15,2.91,80.80
24.72,100.15,1.23,64.71
25.76,96.85,2.70,52.80
26.79,99.13,2.68,63.89
27.86,96.79,1.57,65.02
28.90,97.96,1.58,59.99
29.93,98.25,1.22,60.28
30.96,94.21,0.96,61.25
32.03,100.22,1.27,69.34
33.07,97.08,1.39,71.59
34.10,99.99,1.10,67.42
35.14,97.74,1.72,61.20
36.20,98.59,1.74,60.96
37.24,98.41,1.23,60.44
38.27,97.75,1.91,64.29
