Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.13,106.66,1.77,49.79
5.34,86.41,1.59,57.92
6.37,87.03,1.71,46.81
7.41,88.75,2.73,60.70
8.48,89.36,1.84,54.27
9.51,91.60,1.32,50.38
10.51,97.66,1.24,53.64
11.54,95.45,1.38,58.56
12.58,98.05,1.32,54.11
13.65,96.18,1.46,53.17
14.68,103.45,2.65,76.06
15.72,106.94,2.12,64.10
16.75,99.88,3.03,55.43
17.82,102.19,3.92,58.68
18.85,94.78,2.69,55.41
19.89,97.68,1.82,60.68
20.92,97.43,1.52,62.70
21.99,97.08,1.88,61.33
23.02,96.37,2.91,80.80
24.06,100.65,1.23,64.71
25.09,96.63,2.70,52.80
26.16,93.22,2.68,63.89
27.19,95.38,1.57,65.02
28.23,97.14,1.58,59.99
29.26,94.17,1.22,60.28
30.33,99.06,0.96,61.25
31.36,98.74,1.27,69.34
32.40,100.56,1.39,71.59
33.43,101.92,1.10,67.42
34.50,97.63,1.72,61.20
35.54,98.71,1.74,60.96
36.57,97.99,1.23,60.44
37.60,99.71,1.91,64.29
38.67,101.08,2.61,50.79
39.71,104.75,1.01,46.16
40.74,99.03,1.32,49.36
