Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.83,88.89,1.77,49.79
5.90,91.32,1.59,57.92
6.93,108.34,1.71,46.81
7.97,112.32,2.73,60.70
9.00,105.46,1.84,54.27
10.07,111.20,1.32,50.38
11.10,109.81,1.24,53.64
12.13,111.81,1.38,58.56
13.17,103.39,1.32,54.11
14.23,105.06,1.46,53.17
15.27,105.99,2.65,76.06
16.30,103.77,2.12,64.10
17.33,97.72,3.03,55.43
18.40,101.95,3.92,58.68
19.43,106.27,2.69,55.41
20.47,98.05,1.82,60.68
21.50,101.20,1.52,62.70
22.57,105.49,1.88,61.33
23.60,104.42,2.91,80.80
24.63,104.97,1.23,64.71
25.67,103.51,2.70,52.80
26.73,105.40,2.68,63.89
27.77,103.20,1.57,65.02
