Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.30,102.26,1.77,49.79
5.51,103.53,1.59,57.92
6.51,89.77,1.71,46.81
7.51,108.23,2.73,60.70
8.54,84.77,1.84,54.27
9.61,86.00,1.32,50.38
10.64,86.25,1.24,53.64
11.68,80.39,1.38,58.56
12.71,83.52,1.32,54.11
13.78,92.70,1.46,53.17
14.81,100.31,2.65,76.06
15.85,95.20,2.12,64.10
16.88,91.36,3.03,55.43
17.95,93.10,3.92,58.68
18.99,98.60,2.69,55.41
20.02,97.77,1.82,60.68
21.05,91.27,1.52,62.70
22.12,92.79,1.88,61.33
23.16,93.33,2.91,80.80
24.19,96.48,1.23,64.71
25.23,97.73,2.70,52.80
26.29,101.89,2.68,63.89
27.33,97.62,1.57,65.02
28.36,97.95,1.58,59.99
29.40,97.31,1.22,60.28
30.46,97.35,0.96,61.25
31.46,95.50,1.27,69.34
32.50,100.66,1.39,71.59
33.53,101.25,1.10,67.42
34.60,97.90,1.72,61.20
35.64,97.36,1.74,60.96
36.67,98.75,1.23,60.44
37.70,98.25,1.91,64.29
38.77,100.44,2.61,50.79
