Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,95.09,1.77,49.79
5.20,97.96,1.59,57.92
6.27,112.50,1.71,46.81
7.30,105.66,2.73,60.70
8.33,102.43,1.84,54.27
9.37,101.31,1.32,50.38
9.80,105.26,1.24,53.64
10.83,104.22,1.38,58.56
11.87,96.37,1.32,54.11
12.87,103.86,1.46,53.17
13.90,96.17,2.65,76.06
14.93,94.86,2.12,64.10
16.00,111.27,3.03,55.43
17.03,106.25,3.92,58.68
18.07,104.10,2.69,55.41
19.10,110.92,1.82,60.68
20.17,107.24,1.52,62.70
21.20,101.03,1.88,61.33
22.23,98.20,2.91,80.80
23.23,98.91,1.23,64.71
24.30,99.84,2.70,52.80
25.33,99.29,2.68,63.89
26.37,102.99,1.57,65.02
27.40,97.94,1.58,59.99
28.40,100.88,1.22,60.28
29.47,101.21,0.96,61.25
30.50,104.84,1.27,69.34
31.53,103.01,1.39,71.59
32.53,98.49,1.10,67.42
33.57,94.34,1.72,61.20
