Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,93.59,1.77,49.79
5.21,114.17,1.59,57.92
6.27,92.43,1.71,46.81
7.27,91.58,2.73,60.70
8.27,100.31,1.84,54.27
9.28,106.65,1.32,50.38
10.28,106.12,1.24,53.64
11.31,103.05,1.38,58.56
12.31,100.29,1.32,54.11
13.35,97.30,1.46,53.17
14.35,93.07,2.65,76.06
15.35,95.35,2.12,64.10
16.38,94.67,3.03,55.43
17.38,92.81,3.92,58.68
18.39,92.82,2.69,55.41
19.39,89.21,1.82,60.68
20.39,88.55,1.52,62.70
21.39,90.96,1.88,61.33
22.39,91.02,2.91,80.80
23.39,90.37,1.23,64.71
24.42,90.19,2.70,52.80
25.43,91.57,2.68,63.89
26.46,93.68,1.57,65.02
27.49,94.35,1.58,59.99
28.53,88.36,1.22,60.28
