Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.23,98.80,1.77,49.79
5.40,108.06,1.59,57.92
6.43,96.78,1.71,46.81
7.47,113.35,2.73,60.70
8.50,113.21,1.84,54.27
9.57,118.08,1.32,50.38
10.60,107.68,1.24,53.64
11.63,114.17,1.38,58.56
12.67,103.06,1.32,54.11
13.70,113.01,1.46,53.17
14.73,104.86,2.65,76.06
15.77,105.64,2.12,64.10
16.77,104.18,3.03,55.43
17.77,111.57,3.92,58.68
18.77,112.20,2.69,55.41
19.77,112.76,1.82,60.68
20.77,107.17,1.52,62.70
21.80,106.21,1.88,61.33
22.83,109.60,2.91,80.80
23.83,103.06,1.23,64.71
24.83,107.39,2.70,52.80
25.87,101.12,2.68,63.89
26.87,98.83,1.57,65.02
27.90,104.28,1.58,59.99
28.90,99.57,1.22,60.28
29.93,105.87,0.96,61.25
30.97,102.62,1.27,69.34
32.00,101.99,1.39,71.59
33.00,96.29,1.10,67.42
34.00,98.67,1.72,61.20
