Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
5.70,85.83,1.77,49.79
6.67,82.19,1.59,57.92
7.63,92.99,1.71,46.81
8.60,92.44,2.73,60.70
9.60,95.34,1.84,54.27
10.57,94.65,1.32,50.38
11.57,100.32,1.24,53.64
12.57,102.96,1.38,58.56
13.57,101.71,1.32,54.11
14.57,99.74,1.46,53.17
15.53,97.06,2.65,76.06
16.53,99.11,2.12,64.10
17.57,97.11,3.03,55.43
18.60,99.44,3.92,58.68
19.60,98.55,2.69,55.41
20.63,95.54,1.82,60.68
21.67,98.04,1.52,62.70
22.70,95.33,1.88,61.33
23.77,95.61,2.91,80.80
24.80,98.33,1.23,64.71
25.83,98.93,2.70,52.80
26.87,98.43,2.68,63.89
27.93,100.25,1.57,65.02
28.97,100.96,1.58,59.99
30.00,100.35,1.22,60.28
31.03,103.01,0.96,61.25
32.10,104.07,1.27,69.34
