Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.77,126.32,1.77,49.79
5.77,103.69,1.59,57.92
6.77,114.30,1.71,46.81
7.80,110.20,2.73,60.70
8.80,102.33,1.84,54.27
9.80,103.72,1.32,50.38
10.80,95.76,1.24,53.64
11.80,95.36,1.38,58.56
12.80,108.16,1.32,54.11
13.83,107.35,1.46,53.17
14.80,105.53,2.65,76.06
15.77,101.81,2.12,64.10
16.77,100.77,3.03,55.43
17.77,101.88,3.92,58.68
18.77,98.26,2.69,55.41
19.77,97.24,1.82,60.68
20.77,98.59,1.52,62.70
21.77,96.44,1.88,61.33
22.80,102.96,2.91,80.80
23.80,104.31,1.23,64.71
24.80,104.72,2.70,52.80
25.80,105.09,2.68,63.89
26.83,101.79,1.57,65.02
27.83,100.47,1.58,59.99
28.83,101.35,1.22,60.28
29.83,103.50,0.96,61.25
30.83,103.52,1.27,69.34
31.83,98.91,1.39,71.59
32.83,96.94,1.10,67.42
33.87,97.63,1.72,61.20
34.87,101.01,1.74,60.96
35.87,106.75,1.23,60.44
