Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.93,107.14,1.77,49.79
5.93,108.20,1.59,57.92
6.97,105.25,1.71,46.81
7.97,108.01,2.73,60.70
9.00,104.58,1.84,54.27
9.93,110.07,1.32,50.38
10.93,108.33,1.24,53.64
12.00,109.09,1.38,58.56
13.03,109.40,1.32,54.11
14.07,113.49,1.46,53.17
15.10,114.00,2.65,76.06
16.17,111.77,2.12,64.10
17.20,108.67,3.03,55.43
18.23,110.81,3.92,58.68
19.27,109.91,2.69,55.41
20.33,110.41,1.82,60.68
21.37,109.44,1.52,62.70
22.40,109.61,1.88,61.33
23.43,110.85,2.91,80.80
24.50,109.56,1.23,64.71
25.53,105.04,2.70,52.80
26.57,105.23,2.68,63.89
27.60,108.80,1.57,65.02
28.67,104.37,1.58,59.99
29.67,106.54,1.22,60.28
30.70,108.95,0.96,61.25
31.73,106.38,1.27,69.34
32.77,106.11,1.39,71.59
33.80,106.12,1.10,67.42
