Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.70,117.91,1.77,49.79
5.71,110.54,1.59,57.92
6.71,110.96,1.71,46.81
7.71,105.38,2.73,60.70
8.71,102.75,1.84,54.27
9.71,112.49,1.32,50.38
10.71,105.39,1.24,53.64
11.68,109.00,1.38,58.56
12.61,114.00,1.32,54.11
13.61,117.66,1.46,53.17
14.61,116.51,2.65,76.06
15.65,119.03,2.12,64.10
16.65,115.36,3.03,55.43
17.65,111.95,3.92,58.68
18.62,109.63,2.69,55.41
19.62,110.41,1.82,60.68
20.62,113.67,1.52,62.70
21.59,115.28,1.88,61.33
22.59,111.32,2.91,80.80
23.62,109.12,1.23,64.71
24.59,110.15,2.70,52.80
25.59,112.27,2.68,63.89
26.53,109.70,1.57,65.02
27.53,107.17,1.58,59.99
28.53,112.88,1.22,60.28
29.46,112.08,0.96,61.25
30.46,112.26,1.27,69.34
31.46,108.27,1.39,71.59
32.47,107.94,1.10,67.42
33.53,108.30,1.72,61.20
34.53,107.23,1.74,60.96
35.57,106.53,1.23,60.44
