Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,104.83,1.77,49.79
5.00,107.14,1.59,57.92
6.03,112.10,1.71,46.81
7.03,98.02,2.73,60.70
8.03,95.47,1.84,54.27
9.07,104.35,1.32,50.38
10.10,96.43,1.24,53.64
11.13,93.20,1.38,58.56
12.20,92.96,1.32,54.11
13.23,96.11,1.46,53.17
14.27,99.55,2.65,76.06
15.30,101.49,2.12,64.10
16.37,99.40,3.03,55.43
17.40,107.28,3.92,58.68
18.43,101.95,2.69,55.41
19.47,101.11,1.82,60.68
20.47,97.03,1.52,62.70
21.47,101.36,1.88,61.33
22.53,96.48,2.91,80.80
23.57,98.93,1.23,64.71
24.60,100.79,2.70,52.80
25.63,97.39,2.68,63.89
26.70,98.44,1.57,65.02
27.73,97.27,1.58,59.99
28.77,96.29,1.22,60.28
29.80,98.66,0.96,61.25
30.83,99.89,1.27,69.34
31.87,102.72,1.39,71.59
32.90,101.66,1.10,67.42
33.93,101.84,1.72,61.20
34.93,100.00,1.74,60.96
35.93,99.61,1.23,60.44
36.93,100.00,1.91,64.29
37.93,99.91,2.61,50.79
