Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
5.74,107.04,1.77,49.79
6.81,91.48,1.59,57.92
7.84,81.59,1.71,46.81
8.88,88.13,2.73,60.70
9.91,86.59,1.84,54.27
10.98,87.83,1.32,50.38
12.01,81.60,1.24,53.64
13.05,73.60,1.38,58.56
14.08,85.15,1.32,54.11
15.15,82.49,1.46,53.17
16.18,88.36,2.65,76.06
17.22,80.46,2.12,64.10
18.25,78.80,3.03,55.43
19.32,77.57,3.92,58.68
20.35,87.35,2.69,55.41
21.39,88.94,1.82,60.68
22.42,75.81,1.52,62.70
23.49,76.27,1.88,61.33
24.52,82.32,2.91,80.80
25.56,81.81,1.23,64.71
26.59,85.18,2.70,52.80
27.66,88.34,2.68,63.89
28.70,92.00,1.57,65.02
29.73,94.42,1.58,59.99
30.76,91.48,1.22,60.28
31.83,88.70,0.96,61.25
32.87,82.76,1.27,69.34
33.90,85.37,1.39,71.59
34.93,84.13,1.10,67.42
36.00,89.05,1.72,61.20
37.04,90.26,1.74,60.96
38.07,93.12,1.23,60.44
39.11,96.02,1.91,64.29
40.17,93.54,2.61,50.79
41.21,95.29,1.01,46.16
