Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,95.61,1.77,49.79
4.67,127.15,1.59,57.92
4.94,99.90,1.71,46.81
5.24,110.89,2.73,60.70
5.51,89.91,1.84,54.27
5.77,102.75,1.32,50.38
6.04,108.28,1.24,53.64
6.34,105.93,1.38,58.56
6.57,101.10,1.32,54.11
6.81,101.10,1.46,53.17
7.07,106.17,2.65,76.06
7.37,93.39,2.12,64.10
7.61,95.90,3.03,55.43
7.87,104.36,3.92,58.68
8.14,95.19,2.69,55.41
8.41,91.41,1.82,60.68
8.68,108.46,1.52,62.70
8.94,98.26,1.88,61.33
9.24,93.35,2.91,80.80
9.51,92.57,1.23,64.71
9.78,103.61,2.70,52.80
10.04,102.49,2.68,63.89
10.28,104.27,1.57,65.02
10.54,104.10,1.58,59.99
10.81,106.53,1.22,60.28
11.08,103.42,0.96,61.25
11.31,97.94,1.27,69.34
11.58,103.01,1.39,71.59
11.85,99.90,1.10,67.42
12.11,101.76,1.72,61.20
12.35,112.83,1.74,60.96
12.55,107.76,1.23,60.44
12.58,105.16,1.91,64.29
12.71,111.12,2.61,50.79
12.81,102.63,1.01,46.16
12.98,113.85,1.32,49.36
13.18,101.14,1.35,54.53
13.45,101.02,1.62,46.03
13.71,101.46,1.09,41.52
13.98,98.57,1.42,48.62
14.25,99.67,0.86,43.89
14.48,98.66,1.74,44.53
14.78,106.64,0.89,46.86
15.05,103.25,1.68,46.15
15.28,100.38,1.70,51.44
15.52,100.36,1.22,57.09
15.75,97.64,1.89,45.93
16.05,101.95,1.72,45.24
16.32,99.25,1.24,45.58
16.55,100.53,1.05,44.96
16.75,101.36,1.27,52.38
17.02,104.58,1.60,49.53
17.28,98.41,1.27,50.80
17.55,106.36,2.28,46.45
17.78,108.05,1.56,54.91
18.02,104.26,1.33,55.83
18.28,100.46,1.07,53.10
18.55,102.95,1.82,67.62
18.82,106.10,3.01,56.48
19.12,101.33,1.87,52.82
19.39,99.90,0.96,52.74
19.65,106.80,1.05,50.59
19.89,103.56,0.77,50.05
20.15,101.97,1.28,50.54
20.42,98.70,0.60,52.11
20.65,103.09,1.55,58.59
20.85,102.95,1.99,54.27
21.05,99.39,1.28,56.07
21.29,100.87,1.06,56.45
21.49,103.35,0.82,58.21
21.69,102.87,1.17,65.05
21.89,107.45,1.88,71.03
22.12,101.36,2.23,61.56
22.39,100.83,3.15,51.77
22.62,104.96,2.34,51.07
22.86,103.77,1.22,54.88
23.09,100.65,0.85,63.92
23.26,100.81,1.15,68.37
23.46,103.21,1.01,61.24
23.72,107.54,1.23,55.47
23.92,106.64,0.95,56.54
24.19,101.79,1.09,52.75
24.42,103.82,1.21,59.32
24.62,104.66,2.63,47.28
24.86,102.13,4.41,51.58
25.09,101.85,2.75,48.19
25.26,98.53,1.53,61.22
25.46,102.43,2.94,53.30
25.63,104.36,2.23,60.67
25.86,103.62,1.35,60.23
26.09,99.64,1.40,51.31
26.36,97.30,2.97,77.57
26.59,101.99,2.18,67.07
26.83,106.18,1.47,60.43
27.03,102.20,1.22,58.99
27.26,100.30,1.57,69.48
27.46,103.83,1.41,74.51
27.69,100.98,0.70,67.92
27.89,104.45,1.17,63.79
28.13,98.29,1.78,57.97
28.33,100.23,1.29,56.71
28.56,110.57,0.74,57.79
28.76,104.04,1.34,53.09
29.03,103.99,0.71,53.59
29.23,99.12,1.45,61.88
29.46,95.90,1.70,59.77
29.66,104.97,1.25,60.12
29.86,103.23,1.37,71.78
30.10,101.28,1.90,69.16
30.33,99.09,1.06,66.81
30.56,100.59,0.87,61.34
30.76,103.31,0.44,62.79
31.00,107.17,1.07,66.02
31.20,97.70,0.99,68.11
31.43,99.58,1.25,69.20
31.63,98.83,1.18,64.30
31.83,100.76,1.89,61.71
32.07,99.03,3.28,65.83
32.27,100.33,2.48,51.94
32.47,98.20,1.59,57.52
32.70,98.93,1.73,52.94
32.90,97.88,1.24,55.32
33.07,102.79,2.22,54.80
