Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,98.42,1.77,49.79
4.90,100.00,1.59,57.92
5.90,90.05,1.71,46.81
6.90,95.75,2.73,60.70
7.90,97.58,1.84,54.27
8.90,91.09,1.32,50.38
9.93,90.38,1.24,53.64
10.93,92.96,1.38,58.56
11.93,91.00,1.32,54.11
12.97,90.04,1.46,53.17
13.97,95.49,2.65,76.06
14.97,93.57,2.12,64.10
15.97,96.54,3.03,55.43
16.97,93.84,3.92,58.68
17.97,96.19,2.69,55.41
18.97,95.27,1.82,60.68
19.97,92.64,1.52,62.70
20.97,93.89,1.88,61.33
21.97,91.98,2.91,80.80
23.00,95.47,1.23,64.71
23.93,95.86,2.70,52.80
24.90,91.39,2.68,63.89
25.90,91.18,1.57,65.02
26.93,94.82,1.58,59.99
27.93,96.24,1.22,60.28
28.93,94.70,0.96,61.25
29.90,94.17,1.27,69.34
30.90,94.52,1.39,71.59
31.90,95.68,1.10,67.42
32.90,96.77,1.72,61.20
