Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,97.79,1.77,49.79
4.97,99.90,1.59,57.92
6.04,87.47,1.71,46.81
7.01,87.83,2.73,60.70
8.04,86.44,1.84,54.27
9.08,91.86,1.32,50.38
10.11,84.36,1.24,53.64
11.14,97.03,1.38,58.56
12.21,104.18,1.32,54.11
13.25,98.10,1.46,53.17
14.28,99.67,2.65,76.06
15.28,93.34,2.12,64.10
16.32,99.21,3.03,55.43
17.38,96.99,3.92,58.68
18.42,98.19,2.69,55.41
19.42,95.80,1.82,60.68
20.42,99.10,1.52,62.70
21.45,100.89,1.88,61.33
22.52,99.95,2.91,80.80
23.56,100.65,1.23,64.71
24.56,100.92,2.70,52.80
25.59,100.33,2.68,63.89
26.59,102.11,1.57,65.02
27.59,105.50,1.58,59.99
28.63,106.02,1.22,60.28
29.70,105.04,0.96,61.25
30.73,103.02,1.27,69.34
31.77,103.21,1.39,71.59
