Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
5.67,113.39,1.77,49.79
6.70,107.53,1.59,57.92
7.73,107.45,1.71,46.81
8.80,115.01,2.73,60.70
9.83,114.74,1.84,54.27
10.87,110.26,1.32,50.38
11.90,109.45,1.24,53.64
12.97,111.02,1.38,58.56
14.00,111.39,1.32,54.11
15.03,113.04,1.46,53.17
16.07,111.60,2.65,76.06
17.13,109.36,2.12,64.10
18.17,111.26,3.03,55.43
19.20,107.77,3.92,58.68
20.23,108.91,2.69,55.41
21.30,104.92,1.82,60.68
22.33,105.53,1.52,62.70
23.37,107.71,1.88,61.33
24.40,108.63,2.91,80.80
25.47,108.77,1.23,64.71
26.50,108.90,2.70,52.80
27.53,107.03,2.68,63.89
28.57,108.01,1.57,65.02
29.63,101.19,1.58,59.99
30.67,101.69,1.22,60.28
31.70,101.20,0.96,61.25
32.73,106.90,1.27,69.34
33.80,108.31,1.39,71.59
34.83,109.42,1.10,67.42
