Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.07,107.04,1.77,49.79
5.11,95.53,1.59,57.92
6.14,99.22,1.71,46.81
7.17,94.82,2.73,60.70
8.21,95.61,1.84,54.27
9.14,97.49,1.32,50.38
10.11,100.23,1.24,53.64
11.11,111.15,1.38,58.56
12.15,114.86,1.32,54.11
13.18,105.92,1.46,53.17
14.21,106.94,2.65,76.06
15.25,109.46,2.12,64.10
16.28,104.59,3.03,55.43
17.28,97.61,3.92,58.68
18.28,98.73,2.69,55.41
19.29,102.32,1.82,60.68
20.29,98.67,1.52,62.70
21.32,94.37,1.88,61.33
22.32,94.99,2.91,80.80
23.32,97.64,1.23,64.71
24.36,97.29,2.70,52.80
25.36,95.32,2.68,63.89
26.43,94.91,1.57,65.02
27.46,104.22,1.58,59.99
28.50,105.11,1.22,60.28
29.53,106.53,0.96,61.25
30.60,105.21,1.27,69.34
31.63,106.24,1.39,71.59
32.63,105.68,1.10,67.42
33.67,106.86,1.72,61.20
34.67,107.46,1.74,60.96
35.67,106.46,1.23,60.44
36.67,104.19,1.91,64.29
37.70,102.52,2.61,50.79
38.71,102.00,1.01,46.16
