Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.20,96.64,1.77,49.79
5.41,109.58,1.59,57.92
6.47,99.45,1.71,46.81
7.51,108.48,2.73,60.70
8.54,97.05,1.84,54.27
9.58,109.54,1.32,50.38
10.64,111.76,1.24,53.64
11.68,105.42,1.38,58.56
12.71,112.58,1.32,54.11
13.75,112.44,1.46,53.17
14.81,107.87,2.65,76.06
15.85,117.69,2.12,64.10
16.88,104.58,3.03,55.43
17.92,103.38,3.92,58.68
18.95,103.61,2.69,55.41
19.99,109.39,1.82,60.68
21.02,105.62,1.52,62.70
22.06,107.60,1.88,61.33
23.02,113.30,2.91,80.80
24.09,105.86,1.23,64.71
25.13,103.23,2.70,52.80
26.16,109.89,2.68,63.89
27.19,112.40,1.57,65.02
28.26,107.76,1.58,59.99
29.30,108.20,1.22,60.28
30.33,106.59,0.96,61.25
31.36,105.25,1.27,69.34
32.43,106.72,1.39,71.59
33.47,103.68,1.10,67.42
34.50,107.76,1.72,61.20
35.54,107.26,1.74,60.96
