Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.07,99.49,1.77,49.79
5.24,108.91,1.59,57.92
6.24,111.65,1.71,46.81
7.24,107.72,2.73,60.70
8.24,105.99,1.84,54.27
9.28,98.04,1.32,50.38
10.34,96.83,1.24,53.64
11.38,100.67,1.38,58.56
12.38,95.61,1.32,54.11
13.41,102.32,1.46,53.17
14.48,98.87,2.65,76.06
15.52,97.81,2.12,64.10
16.55,83.35,3.03,55.43
17.55,96.41,3.92,58.68
18.55,96.75,2.69,55.41
19.62,97.20,1.82,60.68
20.65,94.62,1.52,62.70
21.69,95.49,1.88,61.33
22.72,97.37,2.91,80.80
23.79,98.57,1.23,64.71
24.82,98.82,2.70,52.80
25.86,93.62,2.68,63.89
26.89,94.76,1.57,65.02
27.96,89.43,1.58,59.99
29.00,98.70,1.22,60.28
30.00,98.26,0.96,61.25
31.03,96.96,1.27,69.34
32.07,98.40,1.39,71.59
33.13,101.57,1.10,67.42
34.17,94.26,1.72,61.20
35.20,94.66,1.74,60.96
36.20,93.61,1.23,60.44
