Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,106.94,1.77,49.79
4.77,103.34,1.59,57.92
5.77,119.18,1.71,46.81
6.81,113.87,2.73,60.70
7.87,104.09,1.84,54.27
8.91,107.60,1.32,50.38
9.94,106.96,1.24,53.64
10.98,107.48,1.38,58.56
12.05,93.73,1.32,54.11
13.08,95.90,1.46,53.17
14.11,107.26,2.65,76.06
15.15,102.47,2.12,64.10
16.22,104.22,3.03,55.43
17.25,103.99,3.92,58.68
18.28,103.05,2.69,55.41
19.32,102.45,1.82,60.68
20.39,102.87,1.52,62.70
21.42,98.88,1.88,61.33
22.46,102.59,2.91,80.80
23.49,104.72,1.23,64.71
24.49,105.38,2.70,52.80
25.56,102.50,2.68,63.89
26.59,107.24,1.57,65.02
27.63,106.78,1.58,59.99
28.66,101.87,1.22,60.28
29.73,106.09,0.96,61.25
30.76,111.90,1.27,69.34
31.73,114.48,1.39,71.59
