Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,98.03,1.77,49.79
5.17,107.04,1.59,57.92
6.21,112.89,1.71,46.81
7.24,104.90,2.73,60.70
8.27,110.51,1.84,54.27
9.31,107.99,1.32,50.38
10.38,96.09,1.24,53.64
11.41,87.21,1.38,58.56
12.45,87.88,1.32,54.11
13.48,88.90,1.46,53.17
14.55,95.31,2.65,76.06
15.58,82.60,2.12,64.10
16.62,84.23,3.03,55.43
17.65,87.08,3.92,58.68
18.72,90.57,2.69,55.41
19.75,91.92,1.82,60.68
20.79,97.55,1.52,62.70
21.82,95.29,1.88,61.33
22.89,94.87,2.91,80.80
23.92,98.12,1.23,64.71
24.96,98.25,2.70,52.80
25.99,96.01,2.68,63.89
27.06,93.90,1.57,65.02
28.03,92.24,1.58,59.99
29.06,90.84,1.22,60.28
30.13,90.56,0.96,61.25
31.13,91.28,1.27,69.34
32.17,94.82,1.39,71.59
33.20,96.79,1.10,67.42
34.23,96.65,1.72,61.20
35.30,97.38,1.74,60.96
36.34,92.43,1.23,60.44
37.34,90.16,1.91,64.29
