Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,105.47,1.77,49.79
5.13,92.31,1.59,57.92
6.13,115.76,1.71,46.81
7.20,115.63,2.73,60.70
8.23,109.81,1.84,54.27
9.27,103.94,1.32,50.38
10.30,104.52,1.24,53.64
11.37,96.47,1.38,58.56
12.40,97.73,1.32,54.11
13.43,102.56,1.46,53.17
14.47,100.22,2.65,76.06
15.53,100.46,2.12,64.10
16.57,107.66,3.03,55.43
17.60,100.76,3.92,58.68
18.63,96.88,2.69,55.41
19.70,96.44,1.82,60.68
20.73,96.98,1.52,62.70
21.77,92.11,1.88,61.33
22.80,97.75,2.91,80.80
23.87,93.52,1.23,64.71
24.90,95.24,2.70,52.80
25.93,97.84,2.68,63.89
26.97,94.22,1.57,65.02
28.03,93.02,1.58,59.99
29.07,96.98,1.22,60.28
30.10,96.84,0.96,61.25
31.13,96.22,1.27,69.34
32.20,95.02,1.39,71.59
33.23,96.66,1.10,67.42
34.27,96.95,1.72,61.20
35.30,97.65,1.74,60.96
