Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,103.57,1.77,49.79
5.11,79.92,1.59,57.92
6.17,111.27,1.71,46.81
7.21,84.03,2.73,60.70
8.24,83.22,1.84,54.27
9.28,92.69,1.32,50.38
10.34,92.35,1.24,53.64
11.38,100.64,1.38,58.56
12.41,103.60,1.32,54.11
13.45,105.25,1.46,53.17
14.51,100.39,2.65,76.06
15.55,96.98,2.12,64.10
16.58,98.99,3.03,55.43
17.62,93.76,3.92,58.68
18.62,95.52,2.69,55.41
19.69,106.71,1.82,60.68
20.72,102.24,1.52,62.70
21.76,108.02,1.88,61.33
22.79,107.54,2.91,80.80
23.79,104.38,1.23,64.71
24.86,99.35,2.70,52.80
25.86,102.69,2.68,63.89
26.89,99.49,1.57,65.02
27.89,100.53,1.58,59.99
28.93,98.64,1.22,60.28
30.00,100.02,0.96,61.25
31.03,99.66,1.27,69.34
32.03,95.64,1.39,71.59
33.03,95.89,1.10,67.42
34.03,97.34,1.72,61.20
35.07,102.12,1.74,60.96
36.14,101.07,1.23,60.44
