Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.03,105.64,1.77,49.79
5.24,128.44,1.59,57.92
6.27,123.41,1.71,46.81
7.34,120.64,2.73,60.70
8.38,111.40,1.84,54.27
9.41,113.04,1.32,50.38
10.41,114.63,1.24,53.64
11.44,119.03,1.38,58.56
12.51,117.99,1.32,54.11
13.55,110.66,1.46,53.17
14.58,113.54,2.65,76.06
15.62,120.47,2.12,64.10
16.65,116.23,3.03,55.43
17.68,111.52,3.92,58.68
18.72,115.35,2.69,55.41
19.75,114.27,1.82,60.68
20.82,111.87,1.52,62.70
21.86,115.35,1.88,61.33
22.89,107.26,2.91,80.80
23.92,106.76,1.23,64.71
24.99,106.61,2.70,52.80
26.03,112.26,2.68,63.89
27.03,107.56,1.57,65.02
28.06,110.21,1.58,59.99
29.10,111.14,1.22,60.28
30.13,111.17,0.96,61.25
31.16,108.73,1.27,69.34
32.20,107.79,1.39,71.59
33.23,107.47,1.10,67.42
34.30,107.74,1.72,61.20
35.34,103.75,1.74,60.96
