Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.13,88.27,1.77,49.79
5.34,92.35,1.59,57.92
6.34,88.42,1.71,46.81
7.37,101.66,2.73,60.70
8.41,95.96,1.84,54.27
9.41,96.70,1.32,50.38
10.48,93.38,1.24,53.64
11.51,84.48,1.38,58.56
12.55,84.33,1.32,54.11
13.58,83.40,1.46,53.17
14.61,85.02,2.65,76.06
15.65,85.51,2.12,64.10
16.65,87.58,3.03,55.43
17.65,84.71,3.92,58.68
18.69,86.66,2.69,55.41
19.69,86.28,1.82,60.68
20.69,83.78,1.52,62.70
21.69,81.13,1.88,61.33
22.72,85.02,2.91,80.80
23.72,84.84,1.23,64.71
24.72,81.03,2.70,52.80
25.73,79.30,2.68,63.89
26.73,79.97,1.57,65.02
27.73,78.73,1.58,59.99
28.73,82.06,1.22,60.28
29.73,85.78,0.96,61.25
30.73,86.84,1.27,69.34
31.77,85.50,1.39,71.59
32.77,84.80,1.10,67.42
33.77,83.11,1.72,61.20
34.77,82.68,1.74,60.96
35.77,88.41,1.23,60.44
