Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,96.35,1.77,49.79
5.17,127.27,1.59,57.92
6.20,122.56,1.71,46.81
7.23,123.46,2.73,60.70
8.27,121.26,1.84,54.27
9.30,124.29,1.32,50.38
10.33,135.75,1.24,53.64
11.37,116.77,1.38,58.56
12.40,112.72,1.32,54.11
13.47,112.31,1.46,53.17
14.43,109.59,2.65,76.06
15.47,113.35,2.12,64.10
16.53,115.32,3.03,55.43
17.57,113.30,3.92,58.68
18.60,115.15,2.69,55.41
19.63,113.12,1.82,60.68
20.67,110.71,1.52,62.70
21.70,112.55,1.88,61.33
22.73,114.48,2.91,80.80
23.77,111.52,1.23,64.71
24.83,112.71,2.70,52.80
25.87,110.45,2.68,63.89
26.90,109.09,1.57,65.02
27.93,115.30,1.58,59.99
29.00,113.10,1.22,60.28
30.03,111.40,0.96,61.25
31.07,110.81,1.27,69.34
32.10,116.77,1.39,71.59
33.17,113.00,1.10,67.42
34.20,108.31,1.72,61.20
35.23,111.80,1.74,60.96
