Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.80,133.33,1.77,49.79
5.83,126.38,1.59,57.92
6.87,134.08,1.71,46.81
7.93,117.83,2.73,60.70
8.97,114.82,1.84,54.27
10.00,112.06,1.32,50.38
11.03,107.96,1.24,53.64
12.10,112.03,1.38,58.56
13.13,106.34,1.32,54.11
14.17,110.27,1.46,53.17
15.20,109.07,2.65,76.06
16.27,108.10,2.12,64.10
17.30,106.53,3.03,55.43
18.33,107.56,3.92,58.68
19.37,101.30,2.69,55.41
20.43,105.76,1.82,60.68
21.47,105.63,1.52,62.70
22.50,104.48,1.88,61.33
23.53,105.23,2.91,80.80
24.60,100.15,1.23,64.71
25.63,106.09,2.70,52.80
26.67,106.57,2.68,63.89
27.70,106.16,1.57,65.02
28.77,106.01,1.58,59.99
29.80,107.28,1.22,60.28
30.83,104.47,0.96,61.25
31.87,105.87,1.27,69.34
32.93,103.84,1.39,71.59
33.97,101.22,1.10,67.42
35.00,105.14,1.72,61.20
