Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.87,100.00,1.77,49.79
5.90,112.69,1.59,57.92
6.93,115.30,1.71,46.81
7.97,108.01,2.73,60.70
9.03,110.56,1.84,54.27
10.07,94.44,1.32,50.38
11.10,99.66,1.24,53.64
12.13,97.81,1.38,58.56
13.20,107.47,1.32,54.11
14.23,106.44,1.46,53.17
15.27,104.32,2.65,76.06
16.30,103.99,2.12,64.10
17.37,103.56,3.03,55.43
18.40,105.05,3.92,58.68
19.43,102.22,2.69,55.41
20.47,100.22,1.82,60.68
21.53,103.24,1.52,62.70
22.57,108.56,1.88,61.33
23.60,103.09,2.91,80.80
24.63,101.78,1.23,64.71
25.70,101.87,2.70,52.80
26.73,104.49,2.68,63.89
27.77,100.26,1.57,65.02
28.80,99.38,1.58,59.99
29.87,99.77,1.22,60.28
30.90,97.27,0.96,61.25
31.93,100.68,1.27,69.34
32.97,102.25,1.39,71.59
34.03,102.26,1.10,67.42
35.07,102.59,1.72,61.20
36.10,104.40,1.74,60.96
37.13,104.63,1.23,60.44
