Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,94.02,1.77,49.79
5.03,122.03,1.59,57.92
6.03,112.41,1.71,46.81
7.07,113.84,2.73,60.70
8.13,109.09,1.84,54.27
9.17,113.12,1.32,50.38
10.20,108.12,1.24,53.64
11.20,114.74,1.38,58.56
12.20,118.20,1.32,54.11
13.20,117.45,1.46,53.17
14.20,118.17,2.65,76.06
15.23,124.08,2.12,64.10
16.23,116.00,3.03,55.43
17.23,112.64,3.92,58.68
18.23,111.47,2.69,55.41
19.23,115.99,1.82,60.68
20.23,112.59,1.52,62.70
21.23,107.83,1.88,61.33
22.23,107.35,2.91,80.80
23.27,106.72,1.23,64.71
24.30,104.62,2.70,52.80
25.33,101.56,2.68,63.89
26.37,103.72,1.57,65.02
27.37,104.42,1.58,59.99
28.40,106.83,1.22,60.28
29.43,107.14,0.96,61.25
30.47,105.78,1.27,69.34
31.47,105.86,1.39,71.59
