Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,92.56,1.77,49.79
5.74,107.87,1.59,57.92
6.74,105.56,1.71,46.81
7.77,101.49,2.73,60.70
8.81,105.87,1.84,54.27
9.84,105.08,1.32,50.38
10.91,100.60,1.24,53.64
11.95,95.41,1.38,58.56
12.98,93.18,1.32,54.11
14.01,97.73,1.46,53.17
15.08,100.43,2.65,76.06
16.12,100.58,2.12,64.10
17.15,96.11,3.03,55.43
18.18,95.15,3.92,58.68
19.25,98.04,2.69,55.41
20.29,94.01,1.82,60.68
21.32,101.46,1.52,62.70
22.36,102.14,1.88,61.33
23.42,100.20,2.91,80.80
24.46,100.17,1.23,64.71
25.49,101.65,2.70,52.80
26.53,98.19,2.68,63.89
27.59,98.89,1.57,65.02
28.63,93.45,1.58,59.99
29.66,95.68,1.22,60.28
30.70,97.30,0.96,61.25
31.77,96.10,1.27,69.34
32.80,94.57,1.39,71.59
33.83,96.32,1.10,67.42
34.87,96.70,1.72,61.20
35.94,96.03,1.74,60.96
36.97,97.11,1.23,60.44
