Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.17,99.52,1.77,49.79
5.34,97.71,1.59,57.92
6.34,106.29,1.71,46.81
7.34,116.01,2.73,60.70
8.38,106.32,1.84,54.27
9.41,107.67,1.32,50.38
10.48,105.25,1.24,53.64
11.51,108.02,1.38,58.56
12.55,113.83,1.32,54.11
13.58,114.00,1.46,53.17
14.65,111.85,2.65,76.06
15.68,108.72,2.12,64.10
16.72,109.72,3.03,55.43
17.72,113.86,3.92,58.68
18.72,106.46,2.69,55.41
19.79,105.01,1.82,60.68
20.82,102.99,1.52,62.70
21.86,102.83,1.88,61.33
22.89,103.86,2.91,80.80
23.96,100.18,1.23,64.71
24.99,103.24,2.70,52.80
26.03,102.33,2.68,63.89
27.06,96.83,1.57,65.02
28.13,106.79,1.58,59.99
29.16,95.12,1.22,60.28
30.20,100.57,0.96,61.25
31.23,100.01,1.27,69.34
32.30,105.78,1.39,71.59
33.30,102.21,1.10,67.42
34.33,106.23,1.72,61.20
35.37,105.12,1.74,60.96
36.40,105.06,1.23,60.44
