Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.30,95.81,1.77,49.79
5.47,94.54,1.59,57.92
6.47,104.82,1.71,46.81
7.50,115.14,2.73,60.70
8.53,98.48,1.84,54.27
9.57,110.20,1.32,50.38
10.63,93.40,1.24,53.64
11.67,107.50,1.38,58.56
12.70,110.32,1.32,54.11
13.73,107.89,1.46,53.17
14.80,106.45,2.65,76.06
15.83,96.77,2.12,64.10
16.87,104.12,3.03,55.43
17.87,101.85,3.92,58.68
18.90,93.72,2.69,55.41
19.93,101.99,1.82,60.68
20.97,106.25,1.52,62.70
22.03,106.09,1.88,61.33
23.07,103.77,2.91,80.80
24.07,104.97,1.23,64.71
25.10,107.70,2.70,52.80
26.17,101.24,2.68,63.89
27.20,99.10,1.57,65.02
28.23,102.98,1.58,59.99
29.27,104.29,1.22,60.28
30.33,100.01,0.96,61.25
31.37,104.58,1.27,69.34
32.40,101.68,1.39,71.59
33.43,103.00,1.10,67.42
34.50,101.50,1.72,61.20
35.53,98.82,1.74,60.96
36.57,102.24,1.23,60.44
37.60,101.58,1.91,64.29
