Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.94,114.17,1.77,49.79
5.97,114.43,1.59,57.92
7.01,116.23,1.71,46.81
8.04,110.09,2.73,60.70
9.04,105.85,1.84,54.27
10.04,103.22,1.32,50.38
11.11,102.05,1.24,53.64
12.15,107.63,1.38,58.56
13.18,101.59,1.32,54.11
14.21,111.48,1.46,53.17
15.28,109.02,2.65,76.06
16.32,105.32,2.12,64.10
17.32,103.16,3.03,55.43
18.35,110.23,3.92,58.68
19.42,103.17,2.69,55.41
20.45,103.97,1.82,60.68
21.49,108.09,1.52,62.70
22.52,105.84,1.88,61.33
23.59,98.40,2.91,80.80
24.62,104.58,1.23,64.71
25.66,104.60,2.70,52.80
26.69,104.11,2.68,63.89
27.76,98.89,1.57,65.02
28.80,101.10,1.58,59.99
29.83,99.29,1.22,60.28
30.86,99.68,0.96,61.25
31.93,100.01,1.27,69.34
32.97,102.33,1.39,71.59
