Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,96.78,1.77,49.79
4.97,110.77,1.59,57.92
5.97,103.38,1.71,46.81
6.97,112.06,2.73,60.70
7.97,112.92,1.84,54.27
9.00,104.14,1.32,50.38
10.07,116.95,1.24,53.64
11.10,116.37,1.38,58.56
12.13,113.10,1.32,54.11
13.17,110.88,1.46,53.17
14.23,111.83,2.65,76.06
15.27,113.89,2.12,64.10
16.30,116.14,3.03,55.43
17.30,113.15,3.92,58.68
18.30,116.01,2.69,55.41
19.30,115.42,1.82,60.68
20.33,111.72,1.52,62.70
21.37,111.59,1.88,61.33
22.40,107.91,2.91,80.80
23.40,112.04,1.23,64.71
24.43,111.68,2.70,52.80
25.47,107.44,2.68,63.89
26.47,111.95,1.57,65.02
27.47,108.92,1.58,59.99
28.47,108.83,1.22,60.28
29.50,104.99,0.96,61.25
30.50,108.81,1.27,69.34
31.53,105.96,1.39,71.59
32.57,106.18,1.10,67.42
33.53,105.59,1.72,61.20
34.53,109.20,1.74,60.96
35.53,107.62,1.23,60.44
