Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.27,106.89,1.77,49.79
5.47,97.63,1.59,57.92
6.47,96.30,1.71,46.81
7.47,88.59,2.73,60.70
8.50,89.41,1.84,54.27
9.53,89.43,1.32,50.38
10.60,82.64,1.24,53.64
11.63,94.34,1.38,58.56
12.67,91.78,1.32,54.11
13.70,96.86,1.46,53.17
14.77,96.09,2.65,76.06
15.80,101.49,2.12,64.10
16.83,94.46,3.03,55.43
17.87,92.21,3.92,58.68
18.87,94.62,2.69,55.41
19.87,94.73,1.82,60.68
20.87,101.03,1.52,62.70
21.87,100.80,1.88,61.33
22.93,100.92,2.91,80.80
23.97,95.97,1.23,64.71
25.00,98.74,2.70,52.80
26.03,98.27,2.68,63.89
27.10,97.73,1.57,65.02
28.13,96.47,1.58,59.99
29.13,103.10,1.22,60.28
30.13,100.18,0.96,61.25
31.17,102.11,1.27,69.34
32.20,98.15,1.39,71.59
33.23,101.88,1.10,67.42
