Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,103.57,1.77,49.79
5.24,92.35,1.59,57.92
6.27,85.63,1.71,46.81
7.31,91.13,2.73,60.70
8.34,97.48,1.84,54.27
9.41,103.62,1.32,50.38
10.44,97.61,1.24,53.64
11.48,99.20,1.38,58.56
12.51,101.48,1.32,54.11
13.58,99.02,1.46,53.17
14.61,108.68,2.65,76.06
15.65,105.10,2.12,64.10
16.68,102.99,3.03,55.43
17.75,100.30,3.92,58.68
18.79,102.97,2.69,55.41
19.79,98.80,1.82,60.68
20.82,103.85,1.52,62.70
21.86,103.36,1.88,61.33
22.92,107.44,2.91,80.80
23.96,103.16,1.23,64.71
24.99,107.12,2.70,52.80
26.03,108.68,2.68,63.89
27.09,104.85,1.57,65.02
28.13,106.80,1.58,59.99
29.16,106.61,1.22,60.28
30.20,107.21,0.96,61.25
31.23,104.48,1.27,69.34
32.27,110.16,1.39,71.59
33.27,109.23,1.10,67.42
34.20,110.21,1.72,61.20
35.20,111.98,1.74,60.96
36.20,112.42,1.23,60.44
37.24,111.21,1.91,64.29
