Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.73,110.77,1.77,49.79
5.77,108.28,1.59,57.92
6.80,109.09,1.71,46.81
7.83,113.37,2.73,60.70
8.87,109.24,1.84,54.27
9.90,105.70,1.32,50.38
10.93,107.93,1.24,53.64
11.97,107.69,1.38,58.56
13.03,102.86,1.32,54.11
14.07,109.11,1.46,53.17
15.10,108.83,2.65,76.06
16.13,107.63,2.12,64.10
17.20,103.58,3.03,55.43
18.23,105.34,3.92,58.68
19.27,107.68,2.69,55.41
20.30,103.33,1.82,60.68
21.37,106.72,1.52,62.70
22.40,108.22,1.88,61.33
23.43,108.94,2.91,80.80
24.47,107.08,1.23,64.71
25.53,106.51,2.70,52.80
26.57,109.67,2.68,63.89
27.60,106.46,1.57,65.02
28.63,103.52,1.58,59.99
29.70,107.81,1.22,60.28
30.73,105.16,0.96,61.25
31.77,106.23,1.27,69.34
32.80,107.96,1.39,71.59
33.87,105.65,1.10,67.42
34.90,106.83,1.72,61.20
35.87,106.36,1.74,60.96
36.93,104.10,1.23,60.44
