Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,109.55,1.77,49.79
5.21,108.98,1.59,57.92
6.24,105.45,1.71,46.81
7.27,106.77,2.73,60.70
8.31,105.28,1.84,54.27
9.31,97.88,1.32,50.38
10.34,87.37,1.24,53.64
11.41,90.26,1.38,58.56
12.45,100.20,1.32,54.11
13.48,101.25,1.46,53.17
14.51,98.60,2.65,76.06
15.55,95.92,2.12,64.10
16.58,95.81,3.03,55.43
17.62,97.11,3.92,58.68
18.65,97.51,2.69,55.41
19.65,98.60,1.82,60.68
20.65,99.37,1.52,62.70
21.65,98.80,1.88,61.33
22.72,99.11,2.91,80.80
23.76,101.10,1.23,64.71
24.76,95.66,2.70,52.80
25.76,94.91,2.68,63.89
26.76,95.66,1.57,65.02
27.76,94.21,1.58,59.99
28.80,96.35,1.22,60.28
29.83,99.78,0.96,61.25
30.86,100.81,1.27,69.34
31.83,101.01,1.39,71.59
32.83,100.12,1.10,67.42
33.83,101.14,1.72,61.20
34.83,98.81,1.74,60.96
35.87,97.01,1.23,60.44
36.90,102.83,1.91,64.29
37.90,101.61,2.61,50.79
