Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
5.60,95.33,1.77,49.79
6.63,97.28,1.59,57.92
7.67,100.53,1.71,46.81
8.73,95.37,2.73,60.70
9.77,95.39,1.84,54.27
10.80,97.48,1.32,50.38
11.83,94.19,1.24,53.64
12.90,94.76,1.38,58.56
13.93,94.31,1.32,54.11
14.97,95.65,1.46,53.17
16.00,94.36,2.65,76.06
17.07,97.71,2.12,64.10
18.10,95.66,3.03,55.43
19.10,99.04,3.92,58.68
20.13,98.97,2.69,55.41
21.17,93.07,1.82,60.68
22.23,91.53,1.52,62.70
23.27,97.39,1.88,61.33
24.30,100.82,2.91,80.80
25.33,102.33,1.23,64.71
26.40,99.35,2.70,52.80
27.43,96.61,2.68,63.89
28.47,97.41,1.57,65.02
29.50,97.89,1.58,59.99
30.57,93.46,1.22,60.28
31.60,94.02,0.96,61.25
32.63,95.14,1.27,69.34
33.67,93.78,1.39,71.59
34.73,98.03,1.10,67.42
35.77,100.20,1.72,61.20
36.80,98.98,1.74,60.96
