Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,97.05,1.77,49.79
5.61,102.65,1.59,57.92
6.67,89.95,1.71,46.81
7.71,89.75,2.73,60.70
8.74,99.08,1.84,54.27
9.74,105.78,1.32,50.38
10.74,92.54,1.24,53.64
11.78,103.56,1.38,58.56
12.85,94.43,1.32,54.11
13.88,99.37,1.46,53.17
14.91,100.91,2.65,76.06
15.95,100.86,2.12,64.10
17.02,102.40,3.03,55.43
18.05,92.87,3.92,58.68
19.09,96.40,2.69,55.41
20.12,102.17,1.82,60.68
21.19,100.38,1.52,62.70
22.22,95.78,1.88,61.33
23.26,97.05,2.91,80.80
24.29,101.76,1.23,64.71
25.36,99.76,2.70,52.80
26.39,95.84,2.68,63.89
27.43,98.42,1.57,65.02
28.46,98.07,1.58,59.99
29.53,99.08,1.22,60.28
30.56,104.11,0.96,61.25
31.60,98.59,1.27,69.34
32.63,97.23,1.39,71.59
33.70,94.25,1.10,67.42
34.73,101.48,1.72,61.20
