Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.77,87.27,1.77,49.79
5.83,97.37,1.59,57.92
6.87,98.73,1.71,46.81
7.90,103.86,2.73,60.70
8.93,89.72,1.84,54.27
10.00,98.31,1.32,50.38
11.03,87.16,1.24,53.64
12.07,98.45,1.38,58.56
13.10,105.85,1.32,54.11
14.10,103.19,1.46,53.17
15.13,112.15,2.65,76.06
16.13,104.00,2.12,64.10
17.17,108.20,3.03,55.43
18.20,108.53,3.92,58.68
19.20,99.45,2.69,55.41
20.27,101.85,1.82,60.68
21.27,99.97,1.52,62.70
22.30,103.08,1.88,61.33
23.33,101.94,2.91,80.80
24.33,98.71,1.23,64.71
25.40,96.83,2.70,52.80
26.43,98.71,2.68,63.89
27.47,103.01,1.57,65.02
28.50,101.78,1.58,59.99
29.57,104.35,1.22,60.28
30.60,102.40,0.96,61.25
31.63,102.40,1.27,69.34
32.67,106.54,1.39,71.59
33.73,103.80,1.10,67.42
