Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.70,111.63,1.77,49.79
5.77,93.48,1.59,57.92
6.80,100.00,1.71,46.81
7.83,100.66,2.73,60.70
8.87,92.29,1.84,54.27
9.93,84.91,1.32,50.38
10.97,89.70,1.24,53.64
12.00,87.86,1.38,58.56
13.03,85.71,1.32,54.11
14.10,85.37,1.46,53.17
15.13,90.30,2.65,76.06
16.17,94.81,2.12,64.10
17.20,89.00,3.03,55.43
18.27,86.16,3.92,58.68
19.30,81.46,2.69,55.41
20.33,89.88,1.82,60.68
21.37,93.69,1.52,62.70
22.43,87.34,1.88,61.33
23.40,94.65,2.91,80.80
24.47,89.80,1.23,64.71
25.50,98.04,2.70,52.80
26.53,96.64,2.68,63.89
27.57,89.65,1.57,65.02
28.63,94.66,1.58,59.99
29.67,97.30,1.22,60.28
30.70,96.13,0.96,61.25
31.73,96.12,1.27,69.34
