Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,104.13,1.77,49.79
5.24,112.39,1.59,57.92
6.27,100.06,1.71,46.81
7.31,97.09,2.73,60.70
8.34,97.94,1.84,54.27
9.41,103.67,1.32,50.38
10.44,113.78,1.24,53.64
11.48,105.33,1.38,58.56
12.51,108.22,1.32,54.11
13.58,110.24,1.46,53.17
14.61,102.30,2.65,76.06
15.65,103.94,2.12,64.10
16.68,103.40,3.03,55.43
17.65,95.03,3.92,58.68
18.72,103.34,2.69,55.41
19.75,100.93,1.82,60.68
20.79,96.30,1.52,62.70
21.82,100.86,1.88,61.33
22.89,94.95,2.91,80.80
23.92,102.15,1.23,64.71
24.96,99.90,2.70,52.80
25.99,100.08,2.68,63.89
27.06,94.42,1.57,65.02
28.09,90.39,1.58,59.99
29.13,91.76,1.22,60.28
30.16,92.89,0.96,61.25
31.23,97.24,1.27,69.34
32.27,91.05,1.39,71.59
33.30,92.69,1.10,67.42
34.33,96.66,1.72,61.20
35.40,96.37,1.74,60.96
36.40,93.09,1.23,60.44
