Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,105.79,1.77,49.79
5.07,107.04,1.59,57.92
6.11,108.83,1.71,46.81
7.17,116.37,2.73,60.70
8.14,118.15,1.84,54.27
9.14,114.55,1.32,50.38
10.21,114.60,1.24,53.64
11.24,118.56,1.38,58.56
12.28,116.86,1.32,54.11
13.28,110.48,1.46,53.17
14.35,121.09,2.65,76.06
15.38,117.92,2.12,64.10
16.42,114.69,3.03,55.43
17.45,114.93,3.92,58.68
18.52,113.52,2.69,55.41
19.55,114.47,1.82,60.68
20.55,114.66,1.52,62.70
21.59,114.20,1.88,61.33
22.62,113.47,2.91,80.80
23.69,112.73,1.23,64.71
24.72,113.71,2.70,52.80
25.76,111.19,2.68,63.89
26.79,108.54,1.57,65.02
27.86,108.85,1.58,59.99
28.90,111.65,1.22,60.28
29.93,109.99,0.96,61.25
30.96,110.09,1.27,69.34
31.93,108.98,1.39,71.59
