Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.03,98.41,1.77,49.79
5.24,103.77,1.59,57.92
6.31,96.85,1.71,46.81
7.27,104.17,2.73,60.70
8.27,105.78,1.84,54.27
9.28,103.54,1.32,50.38
10.21,104.45,1.24,53.64
11.18,105.58,1.38,58.56
12.15,108.62,1.32,54.11
13.11,99.77,1.46,53.17
14.11,106.35,2.65,76.06
15.05,113.21,2.12,64.10
16.05,108.67,3.03,55.43
17.05,107.13,3.92,58.68
18.05,108.50,2.69,55.41
19.05,107.96,1.82,60.68
20.05,104.33,1.52,62.70
21.12,100.61,1.88,61.33
22.12,98.46,2.91,80.80
23.16,104.83,1.23,64.71
24.16,96.46,2.70,52.80
25.16,98.64,2.68,63.89
26.19,102.43,1.57,65.02
27.19,101.82,1.58,59.99
28.26,100.64,1.22,60.28
29.23,100.57,0.96,61.25
30.26,101.37,1.27,69.34
31.30,105.46,1.39,71.59
32.27,106.64,1.10,67.42
33.30,108.62,1.72,61.20
34.30,109.53,1.74,60.96
35.30,104.55,1.23,60.44
36.30,101.42,1.91,64.29
37.30,107.59,2.61,50.79
38.30,103.40,1.01,46.16
