Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.77,121.91,1.77,49.79
5.84,115.98,1.59,57.92
6.87,117.50,1.71,46.81
7.91,103.78,2.73,60.70
8.94,108.84,1.84,54.27
10.01,102.89,1.32,50.38
11.04,101.66,1.24,53.64
12.08,111.00,1.38,58.56
13.11,102.69,1.32,54.11
14.18,97.28,1.46,53.17
15.22,105.86,2.65,76.06
16.25,99.30,2.12,64.10
17.28,97.82,3.03,55.43
18.35,89.72,3.92,58.68
19.39,93.11,2.69,55.41
20.42,95.45,1.82,60.68
21.45,93.28,1.52,62.70
22.52,96.43,1.88,61.33
23.56,89.24,2.91,80.80
24.59,95.22,1.23,64.71
25.63,90.08,2.70,52.80
26.69,91.49,2.68,63.89
27.73,89.15,1.57,65.02
28.76,90.77,1.58,59.99
29.80,95.73,1.22,60.28
30.86,96.06,0.96,61.25
31.90,97.73,1.27,69.34
32.93,92.02,1.39,71.59
33.97,92.83,1.10,67.42
35.04,93.67,1.72,61.20
36.07,90.54,1.74,60.96
