Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,101.97,1.77,49.79
4.97,90.57,1.59,57.92
6.00,88.24,1.71,46.81
7.07,74.42,2.73,60.70
8.10,93.30,1.84,54.27
9.13,98.85,1.32,50.38
10.17,106.12,1.24,53.64
11.23,97.79,1.38,58.56
12.27,90.14,1.32,54.11
13.30,93.64,1.46,53.17
14.00,84.04,2.65,76.06
15.07,97.08,2.12,64.10
16.10,103.17,3.03,55.43
17.13,99.45,3.92,58.68
18.17,97.03,2.69,55.41
19.23,94.98,1.82,60.68
20.27,101.31,1.52,62.70
21.30,101.17,1.88,61.33
22.33,108.23,2.91,80.80
23.40,100.69,1.23,64.71
24.43,106.36,2.70,52.80
