Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.84,106.56,1.77,49.79
5.87,90.84,1.59,57.92
6.91,80.91,1.71,46.81
7.94,69.41,2.73,60.70
9.01,88.20,1.84,54.27
10.04,86.55,1.32,50.38
11.08,91.01,1.24,53.64
12.11,96.03,1.38,58.56
13.18,94.15,1.32,54.11
14.21,95.81,1.46,53.17
15.25,90.55,2.65,76.06
16.28,90.99,2.12,64.10
17.35,93.87,3.03,55.43
18.39,94.70,3.92,58.68
19.42,90.48,2.69,55.41
20.45,97.09,1.82,60.68
21.45,94.88,1.52,62.70
22.46,96.88,1.88,61.33
23.49,98.68,2.91,80.80
24.52,98.25,1.23,64.71
25.59,101.14,2.70,52.80
26.63,99.21,2.68,63.89
27.66,101.00,1.57,65.02
28.70,100.14,1.58,59.99
29.73,100.58,1.22,60.28
30.76,100.58,0.96,61.25
31.80,101.96,1.27,69.34
32.83,102.98,1.39,71.59
33.83,100.91,1.10,67.42
34.83,101.59,1.72,61.20
35.90,102.51,1.74,60.96
36.84,101.96,1.23,60.44
37.84,104.12,1.91,64.29
38.87,101.32,2.61,50.79
39.94,98.50,1.01,46.16
40.91,97.44,1.32,49.36
41.98,96.60,1.35,54.53
