Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.40,105.93,1.77,49.79
5.61,117.09,1.59,57.92
6.57,104.44,1.71,46.81
7.57,112.99,2.73,60.70
8.58,108.23,1.84,54.27
9.58,113.86,1.32,50.38
10.58,115.35,1.24,53.64
11.58,119.86,1.38,58.56
12.58,117.84,1.32,54.11
13.58,114.39,1.46,53.17
14.58,118.22,2.65,76.06
15.55,113.78,2.12,64.10
16.55,110.13,3.03,55.43
17.55,107.29,3.92,58.68
18.59,105.82,2.69,55.41
19.62,110.60,1.82,60.68
20.65,114.31,1.52,62.70
21.72,108.15,1.88,61.33
22.72,110.16,2.91,80.80
23.76,111.53,1.23,64.71
24.76,111.57,2.70,52.80
25.79,107.34,2.68,63.89
26.83,108.01,1.57,65.02
27.89,108.28,1.58,59.99
28.93,110.79,1.22,60.28
29.96,108.61,0.96,61.25
31.00,112.74,1.27,69.34
32.07,107.82,1.39,71.59
33.10,109.08,1.10,67.42
34.13,110.24,1.72,61.20
35.17,109.62,1.74,60.96
