Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,97.48,1.77,49.79
4.84,105.16,1.59,57.92
5.84,103.62,1.71,46.81
6.91,117.68,2.73,60.70
7.91,115.55,1.84,54.27
8.94,113.81,1.32,50.38
9.94,108.57,1.24,53.64
10.98,110.78,1.38,58.56
12.01,102.43,1.32,54.11
13.08,111.25,1.46,53.17
14.11,121.50,2.65,76.06
15.12,116.99,2.12,64.10
16.15,115.46,3.03,55.43
17.15,116.11,3.92,58.68
18.12,118.56,2.69,55.41
19.12,113.21,1.82,60.68
20.12,109.78,1.52,62.70
21.12,113.41,1.88,61.33
22.12,115.12,2.91,80.80
23.16,116.17,1.23,64.71
24.16,114.54,2.70,52.80
25.19,109.78,2.68,63.89
26.19,114.51,1.57,65.02
27.23,116.76,1.58,59.99
28.23,115.31,1.22,60.28
29.26,110.86,0.96,61.25
30.26,103.02,1.27,69.34
31.30,101.36,1.39,71.59
32.30,106.21,1.10,67.42
33.33,102.49,1.72,61.20
34.37,103.92,1.74,60.96
35.40,108.58,1.23,60.44
36.40,106.42,1.91,64.29
37.40,106.34,2.61,50.79
38.41,105.30,1.01,46.16
39.41,105.41,1.32,49.36
40.41,107.50,1.35,54.53
41.41,107.31,1.62,46.03
