Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,100.59,1.77,49.79
4.90,101.59,1.59,57.92
5.94,87.29,1.71,46.81
7.01,97.41,2.73,60.70
8.04,90.29,1.84,54.27
9.08,105.70,1.32,50.38
10.11,99.26,1.24,53.64
11.18,97.64,1.38,58.56
12.21,100.50,1.32,54.11
13.25,98.82,1.46,53.17
14.28,94.57,2.65,76.06
15.35,91.11,2.12,64.10
16.38,95.67,3.03,55.43
17.42,93.22,3.92,58.68
18.45,97.62,2.69,55.41
19.52,91.90,1.82,60.68
20.55,93.58,1.52,62.70
21.59,96.72,1.88,61.33
22.62,91.21,2.91,80.80
23.69,88.05,1.23,64.71
24.72,92.60,2.70,52.80
25.76,98.26,2.68,63.89
26.79,88.97,1.57,65.02
27.86,93.44,1.58,59.99
28.90,95.57,1.22,60.28
29.93,95.96,0.96,61.25
30.96,94.08,1.27,69.34
32.03,91.33,1.39,71.59
33.07,90.48,1.10,67.42
34.10,95.70,1.72,61.20
35.14,94.04,1.74,60.96
