Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.23,106.51,1.77,49.79
5.34,119.04,1.59,57.92
6.34,103.51,1.71,46.81
7.37,122.46,2.73,60.70
8.44,110.73,1.84,54.27
9.48,118.97,1.32,50.38
10.51,102.75,1.24,53.64
11.54,107.74,1.38,58.56
12.61,108.73,1.32,54.11
13.65,107.35,1.46,53.17
14.68,103.98,2.65,76.06
15.72,103.51,2.12,64.10
16.78,101.96,3.03,55.43
17.82,106.30,3.92,58.68
18.85,107.45,2.69,55.41
19.89,101.29,1.82,60.68
20.95,105.83,1.52,62.70
21.99,102.85,1.88,61.33
23.02,107.68,2.91,80.80
24.06,102.34,1.23,64.71
25.13,102.15,2.70,52.80
26.16,102.38,2.68,63.89
27.19,107.55,1.57,65.02
28.23,103.09,1.58,59.99
29.23,95.03,1.22,60.28
30.26,98.80,0.96,61.25
31.30,107.44,1.27,69.34
32.33,106.01,1.39,71.59
33.37,103.48,1.10,67.42
34.40,106.47,1.72,61.20
35.47,104.04,1.74,60.96
36.50,102.20,1.23,60.44
37.54,101.20,1.91,64.29
