Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,100.99,1.77,49.79
5.03,92.31,1.59,57.92
6.07,105.97,1.71,46.81
7.10,96.06,2.73,60.70
8.17,95.27,1.84,54.27
9.20,97.43,1.32,50.38
10.23,100.54,1.24,53.64
11.27,112.00,1.38,58.56
12.33,111.74,1.32,54.11
13.37,107.01,1.46,53.17
14.40,109.88,2.65,76.06
15.43,101.52,2.12,64.10
16.47,109.57,3.03,55.43
17.43,100.40,3.92,58.68
18.47,98.38,2.69,55.41
19.50,98.36,1.82,60.68
20.53,97.58,1.52,62.70
21.57,93.06,1.88,61.33
22.60,97.17,2.91,80.80
23.67,98.07,1.23,64.71
24.70,98.41,2.70,52.80
25.73,98.01,2.68,63.89
26.77,97.48,1.57,65.02
27.83,94.38,1.58,59.99
28.87,93.52,1.22,60.28
29.90,100.35,0.96,61.25
30.93,98.46,1.27,69.34
