Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.27,96.92,1.77,49.79
5.43,110.85,1.59,57.92
6.47,101.41,1.71,46.81
7.50,98.02,2.73,60.70
8.57,116.07,1.84,54.27
9.60,108.64,1.32,50.38
10.63,92.82,1.24,53.64
11.67,103.85,1.38,58.56
12.67,97.20,1.32,54.11
13.73,101.20,1.46,53.17
14.77,97.01,2.65,76.06
15.80,93.29,2.12,64.10
16.83,96.54,3.03,55.43
17.90,97.44,3.92,58.68
18.93,100.20,2.69,55.41
19.97,95.26,1.82,60.68
21.00,96.44,1.52,62.70
22.07,96.81,1.88,61.33
23.10,94.55,2.91,80.80
24.13,97.68,1.23,64.71
25.17,94.75,2.70,52.80
26.23,95.24,2.68,63.89
27.27,99.24,1.57,65.02
28.30,100.64,1.58,59.99
29.33,97.87,1.22,60.28
30.40,96.71,0.96,61.25
31.43,97.37,1.27,69.34
32.47,96.19,1.39,71.59
33.50,94.25,1.10,67.42
34.57,92.08,1.72,61.20
