Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.03,102.93,1.77,49.79
5.23,125.37,1.59,57.92
6.27,100.79,1.71,46.81
7.33,103.73,2.73,60.70
8.37,95.71,1.84,54.27
9.40,114.34,1.32,50.38
10.43,97.83,1.24,53.64
11.50,105.91,1.38,58.56
12.53,108.07,1.32,54.11
13.57,111.36,1.46,53.17
14.60,103.47,2.65,76.06
15.67,101.13,2.12,64.10
16.70,109.44,3.03,55.43
17.70,98.40,3.92,58.68
18.73,98.36,2.69,55.41
19.73,100.03,1.82,60.68
20.80,97.01,1.52,62.70
21.83,100.90,1.88,61.33
22.63,107.23,2.91,80.80
23.67,101.32,1.23,64.71
24.70,100.48,2.70,52.80
25.70,103.23,2.68,63.89
26.77,105.05,1.57,65.02
27.77,103.64,1.58,59.99
28.80,101.13,1.22,60.28
29.83,104.64,0.96,61.25
30.83,104.33,1.27,69.34
31.87,103.66,1.39,71.59
32.93,101.17,1.10,67.42
33.97,99.17,1.72,61.20
