Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,107.64,1.77,49.79
5.17,98.26,1.59,57.92
6.21,106.74,1.71,46.81
7.27,109.09,2.73,60.70
8.31,95.00,1.84,54.27
9.34,100.24,1.32,50.38
10.38,104.62,1.24,53.64
11.44,102.92,1.38,58.56
12.45,112.52,1.32,54.11
13.48,112.31,1.46,53.17
14.51,105.30,2.65,76.06
15.58,97.11,2.12,64.10
16.62,102.06,3.03,55.43
17.65,102.38,3.92,58.68
18.69,102.95,2.69,55.41
19.75,104.20,1.82,60.68
20.79,102.42,1.52,62.70
21.82,100.55,1.88,61.33
22.86,103.57,2.91,80.80
23.92,101.80,1.23,64.71
24.96,100.89,2.70,52.80
25.99,106.24,2.68,63.89
27.03,104.57,1.57,65.02
28.03,103.47,1.58,59.99
29.03,102.01,1.22,60.28
30.03,102.18,0.96,61.25
31.03,101.46,1.27,69.34
32.07,103.03,1.39,71.59
33.10,101.26,1.10,67.42
34.13,102.07,1.72,61.20
35.17,102.12,1.74,60.96
