Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,111.79,1.77,49.79
5.13,118.03,1.59,57.92
6.20,98.18,1.71,46.81
7.23,109.26,2.73,60.70
8.27,96.00,1.84,54.27
9.30,92.71,1.32,50.38
10.37,97.83,1.24,53.64
11.40,92.31,1.38,58.56
12.43,100.81,1.32,54.11
13.47,103.09,1.46,53.17
14.53,105.99,2.65,76.06
15.57,103.36,2.12,64.10
16.60,106.91,3.03,55.43
17.63,107.49,3.92,58.68
18.67,106.80,2.69,55.41
19.70,101.74,1.82,60.68
20.73,103.29,1.52,62.70
21.77,99.02,1.88,61.33
22.83,103.13,2.91,80.80
23.87,106.39,1.23,64.71
24.90,108.15,2.70,52.80
25.93,102.01,2.68,63.89
27.00,103.58,1.57,65.02
28.03,107.70,1.58,59.99
29.07,103.44,1.22,60.28
30.10,103.18,0.96,61.25
31.10,105.61,1.27,69.34
32.17,105.48,1.39,71.59
33.17,103.30,1.10,67.42
