Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.30,110.50,1.77,49.79
5.47,103.02,1.59,57.92
6.51,109.09,1.71,46.81
7.54,100.89,2.73,60.70
8.61,103.53,1.84,54.27
9.64,113.05,1.32,50.38
10.68,112.78,1.24,53.64
11.71,111.69,1.38,58.56
12.78,112.17,1.32,54.11
13.78,112.99,1.46,53.17
14.78,107.91,2.65,76.06
15.68,103.47,2.12,64.10
16.68,101.83,3.03,55.43
17.72,109.59,3.92,58.68
18.18,109.98,2.69,55.41
19.22,114.01,1.82,60.68
20.22,111.08,1.52,62.70
21.22,112.03,1.88,61.33
22.22,110.86,2.91,80.80
23.26,105.44,1.23,64.71
24.29,104.46,2.70,52.80
25.29,108.39,2.68,63.89
26.36,102.80,1.57,65.02
27.39,103.52,1.58,59.99
28.43,105.82,1.22,60.28
29.43,104.91,0.96,61.25
30.46,103.95,1.27,69.34
31.53,105.09,1.39,71.59
