Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,103.77,1.77,49.79
5.03,94.12,1.59,57.92
6.07,104.59,1.71,46.81
7.10,86.01,2.73,60.70
8.13,84.03,1.84,54.27
9.17,87.72,1.32,50.38
10.23,98.95,1.24,53.64
11.27,100.00,1.38,58.56
12.30,103.56,1.32,54.11
13.33,98.44,1.46,53.17
14.40,86.23,2.65,76.06
15.40,87.30,2.12,64.10
16.43,90.88,3.03,55.43
17.47,92.31,3.92,58.68
18.50,93.98,2.69,55.41
19.53,99.62,1.82,60.68
20.53,97.05,1.52,62.70
21.57,99.83,1.88,61.33
22.57,93.86,2.91,80.80
23.60,102.13,1.23,64.71
24.67,100.00,2.70,52.80
25.70,95.14,2.68,63.89
26.70,95.04,1.57,65.02
27.73,97.47,1.58,59.99
28.77,94.56,1.22,60.28
29.80,98.71,0.96,61.25
