Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,91.42,1.77,49.79
4.93,114.29,1.59,57.92
5.97,115.07,1.71,46.81
7.00,108.48,2.73,60.70
8.03,98.79,1.84,54.27
9.07,98.52,1.32,50.38
10.10,97.45,1.24,53.64
11.13,88.32,1.38,58.56
12.20,93.01,1.32,54.11
13.23,86.51,1.46,53.17
14.27,93.07,2.65,76.06
15.30,93.61,2.12,64.10
16.37,94.26,3.03,55.43
17.40,95.39,3.92,58.68
18.43,94.61,2.69,55.41
19.43,86.53,1.82,60.68
20.47,91.70,1.52,62.70
21.50,95.45,1.88,61.33
22.53,90.31,2.91,80.80
23.57,91.60,1.23,64.71
24.60,90.70,2.70,52.80
25.67,93.30,2.68,63.89
26.70,91.35,1.57,65.02
27.73,93.00,1.58,59.99
28.77,93.08,1.22,60.28
29.83,92.08,0.96,61.25
30.87,92.02,1.27,69.34
31.90,91.52,1.39,71.59
32.93,88.78,1.10,67.42
